SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,ITEM_Description,ITEM_Status
FGS-02,INSTRUMENT,PSH-9029(NA),CABLE,CABLE(NA),
FGS-02,INSTRUMENT,PSH-9029(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-02,INSTRUMENT,PSH-9053(NA),CABLE,CABLE(NA),
FGS-02,INSTRUMENT,PSH-9053(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-02,INSTRUMENT,RO-9001A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9007A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9019A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9021A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9024A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9025A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9026A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9027A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9028A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,RO-9029A,Fire Fighting,Fire Fighting(RO),
FGS-02,INSTRUMENT,SF2-0002,Fire Alarm,Fire Alarm(SF2),
FGS-03,INSTRUMENT,DV-5005A,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005B,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005C,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005D,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005E,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005F,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005G,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DV-5005H,Fire Fighting,Fire Fighting(DV),
FGS-03,INSTRUMENT,DY-5005A(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005B(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005C(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005C(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005D(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005D(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005E(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005E(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005F(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005F(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005G(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005G(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,DY-5005H(DY),Fire Fighting,Fire Fighting(DY),
FGS-03,INSTRUMENT,DY-5005H(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FGD-0028(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-03,INSTRUMENT,FGD-0028(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FGD-0029(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-03,INSTRUMENT,FGD-0029(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FGD-0030(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-03,INSTRUMENT,FGD-0030(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FGD-0031(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-03,INSTRUMENT,FGD-0031(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0001(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0001(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0002(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0002(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0003(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0003(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0004(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0004(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0005(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0005(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0006(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0006(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0007(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0007(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,FLD-0008(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-03,INSTRUMENT,FLD-0008(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9009(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9009(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9010A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9010A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9010B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9010B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9011A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9011A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9011B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9011B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9012A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9012A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9012B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9012B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9013A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9013A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9013B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9013B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9014A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9014A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9014B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9014B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9015A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9015A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9015B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9015B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9016A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9016A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9016B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9016B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9017A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9017A(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHD-9017B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-03,INSTRUMENT,LHD-9017B(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,LHS-2026,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5001A,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5001B,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5004,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5005A,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5005B,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5005C,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-5005D,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-9051,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-9052,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,LHS-9053,Fire Fighting,Fire Fighting(LHS),
FGS-03,INSTRUMENT,MCP-0016(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-03,INSTRUMENT,MCP-0016(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,MCP-0017(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-03,INSTRUMENT,MCP-0017(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,MCP-0018(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-03,INSTRUMENT,MCP-0018(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,MCP-0020(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-03,INSTRUMENT,MCP-0020(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PI-9010,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9010A,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9010B,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9011,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9011A,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9011B,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9012,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9013,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9014,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9015,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9016,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PI-9017,Fire Fighting,Fire Fighting(PI),
FGS-03,INSTRUMENT,PSH-9010(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9010(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9011(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9011(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9012(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9012(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9013(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9013(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9014(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9014(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9015(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9015(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9016(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9016(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9017(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9017(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9051(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9051(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,PSH-9052(NA),CABLE,CABLE(NA),
FGS-03,INSTRUMENT,PSH-9052(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-03,INSTRUMENT,RHS-2026,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-5001A,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-5001B,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-5004,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-5005A,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-5005B,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-9051,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-9052,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RHS-9053,Fire Fighting,Fire Fighting(RHS),
FGS-03,INSTRUMENT,RO-9010A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9011A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9012A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9013A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9014A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9015A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9016A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,RO-9017A,Fire Fighting,Fire Fighting(RO),
FGS-03,INSTRUMENT,SF2-0001,Fire Alarm,Fire Alarm(SF2),
FGS-04,INSTRUMENT,DV-2003,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-3001,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-3002A,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-3003,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-5007,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-5008,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-5009,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-5010,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DV-5011,Fire Fighting,Fire Fighting(DV),
FGS-04,INSTRUMENT,DY-2003(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-2003(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-3001(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-3001(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-3002A(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-3002A(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-3003(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-3003(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-5007(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-5007(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-5008(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-5008(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-5009(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-5009(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-5010(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-5010(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,DY-5011(DY),Fire Fighting,Fire Fighting(DY),
FGS-04,INSTRUMENT,DY-5011(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0011(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0011(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0012(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0012(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0013(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0013(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0014(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0014(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0015(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0015(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0016(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0016(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0017(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0017(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0018(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0018(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0019(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0019(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0020(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0020(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0021(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0021(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0022(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0022(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0023(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0023(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0024(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0024(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0025(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0025(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0026(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0026(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FGD-0027(FGD),Fire Alarm,Fire Alarm(FGD),
FGS-04,INSTRUMENT,FGD-0027(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FLD-0009(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-04,INSTRUMENT,FLD-0009(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FLD-0010(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-04,INSTRUMENT,FLD-0010(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FLD-0011(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-04,INSTRUMENT,FLD-0011(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FLD-0012(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-04,INSTRUMENT,FLD-0012(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FLD-0013(FLD),Fire Alarm,Fire Alarm(FLD),
FGS-04,INSTRUMENT,FLD-0013(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FS-0003(FS),Fire Alarm,Fire Alarm(FS),
FGS-04,INSTRUMENT,FS-0003(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FS-0004(FS),Fire Alarm,Fire Alarm(FS),
FGS-04,INSTRUMENT,FS-0004(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FS-0005(FS),Fire Alarm,Fire Alarm(FS),
FGS-04,INSTRUMENT,FS-0005(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FS-0006(FS),Fire Alarm,Fire Alarm(FS),
FGS-04,INSTRUMENT,FS-0006(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,FS-0007(FS),Fire Alarm,Fire Alarm(FS),
FGS-04,INSTRUMENT,FS-0007(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9002(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9002(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9006(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9006(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9007A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9007A(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9007B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9007B(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9008(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9008(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9018A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9018A(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9018B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9018B(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9018C(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9018C(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9018D(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9018D(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9018E(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9018E(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9018F(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9018F(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9020A(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9020A(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9020B(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9020B(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9020C(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9020C(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9020D(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9020D(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHD-9024(LHD),Fire Fighting,Fire Fighting(LHD),
FGS-04,INSTRUMENT,LHD-9024(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,LHS-5005E,Fire Fighting,Fire Fighting(LHS),
FGS-04,INSTRUMENT,LHS-5005F,Fire Fighting,Fire Fighting(LHS),
FGS-04,INSTRUMENT,LHS-5005G,Fire Fighting,Fire Fighting(LHS),
FGS-04,INSTRUMENT,LHS-5005H,Fire Fighting,Fire Fighting(LHS),
FGS-04,INSTRUMENT,LHS-5008,Fire Fighting,Fire Fighting(LHS),
FGS-04,INSTRUMENT,MCP-0015(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-04,INSTRUMENT,MCP-0015(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,MCP-0021(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-04,INSTRUMENT,MCP-0021(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,MCP-0022(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-04,INSTRUMENT,MCP-0022(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,MCP-0027(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-04,INSTRUMENT,MCP-0027(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,MCP-0028(MCP),Fire Alarm,Fire Alarm(MCP),
FGS-04,INSTRUMENT,MCP-0028(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PI-9002,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9002A,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9002B,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9003,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9003A,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9003B,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9006,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9008,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9009,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9018,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9018A,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9018B,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9020,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9030,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9030A,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PI-9030B,Fire Fighting,Fire Fighting(PI),
FGS-04,INSTRUMENT,PSH-9002(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9002(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9003(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9003(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9006(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9006(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9008(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9008(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9009(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9009(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9018(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9018(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9020(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9020(PSH),Fire Fighting,Fire Fighting(PSH),
FGS-04,INSTRUMENT,PSH-9030(NA),CABLE,CABLE(NA),
FGS-04,INSTRUMENT,PSH-9030(PSH),Fire Fighting,Fire Fighting(PSH),
